iter	Logloss
166	0.5879488004
167	0.5877729897
168	0.587578041
169	0.587414353
170	0.5872354655
171	0.587074239
172	0.5868906747
173	0.5867229868
174	0.5864959159
175	0.5862870599
176	0.5860068212
177	0.5857714429
178	0.5855540948
179	0.5853792687
180	0.5852091809
181	0.5850259858
182	0.5848564518
183	0.5846171351
184	0.5844529549
185	0.5842678521
186	0.5841057641
187	0.5838911852
188	0.5837322355
189	0.5835750705
190	0.5833788296
191	0.5832236337
192	0.5830649917
193	0.5828152138
194	0.5826405107
195	0.5824814996
196	0.5823168886
197	0.5821675387
198	0.5820098813
199	0.5818569623
200	0.5817162891
201	0.5815487859
202	0.5813564218
203	0.5811886109
204	0.5809652322
205	0.5808232667
206	0.5806426561
207	0.5804963831
208	0.5803426026
209	0.5801947911
210	0.5800398414
211	0.5798940607
212	0.5797346187
213	0.579598007
214	0.5794538877
215	0.5793177068
216	0.5791669415
217	0.5790300221
218	0.5788595036
219	0.5787215995
220	0.5785827109
221	0.5784380994
222	0.5782400123
223	0.5780502943
224	0.5778966984
225	0.5777402718
226	0.5775101856
227	0.5773216983
228	0.5771893326
229	0.5770343828
230	0.576865895
231	0.5767320524
232	0.5765961176
233	0.5764538444
234	0.5763193249
235	0.5761801902
236	0.5760424092
237	0.5758328148
238	0.575706972
239	0.5755855598
240	0.5754679629
241	0.5753336281
242	0.5752100006
243	0.5750460049
244	0.5749241005
245	0.5747849657
246	0.5746645997
247	0.5745257111
248	0.574337593
249	0.5741795049
250	0.5740504622
251	0.5739272654
252	0.5738044379
253	0.573670903
254	0.5735400757
255	0.5734174944
256	0.5732629139
257	0.5731048258
258	0.5729784291
259	0.5728155411
260	0.5726821908
261	0.5725397331
262	0.5724174594
263	0.5722957396
264	0.5721801119
265	0.5720710071
266	0.5719352569
267	0.5718144601
268	0.5717024015
269	0.5715790817
270	0.5714389624
271	0.571323827
272	0.5711925689
273	0.5710810642
274	0.5708951614
275	0.5707762107
276	0.5706478449
277	0.5705098178
278	0.5703918517
279	0.5702758548
280	0.5701492736
281	0.5700172155
282	0.5699142029
283	0.5698034366
284	0.5696908242
285	0.5695260901
286	0.5694099701
287	0.5693066498
288	0.5691933605
289	0.5690713945
290	0.5689691203
291	0.5688635847
292	0.5687391572
293	0.5686225449
294	0.5685133171
295	0.5683612596
296	0.5682503087
297	0.5681384347
298	0.5680148072
299	0.5678956719
300	0.5677929054
301	0.5676694626
302	0.5675629423
303	0.567452976
304	0.5673339638
305	0.5672388279
306	0.5671353229
307	0.5670257874
308	0.5669241901
309	0.5668177929
310	0.5667093035
311	0.5665750917
312	0.5664340493
313	0.5663254368
314	0.5661784253
315	0.5660687051
316	0.565955662
317	0.5658423111
318	0.5657444061
319	0.5656266861
320	0.565523735
321	0.5653961076
322	0.5652952488
323	0.5651889747
324	0.5650907619
325	0.5649894723
326	0.5648260305
327	0.56469748
328	0.5646070209
329	0.5644904086
330	0.5643785347
331	0.5642795219
332	0.564173494
333	0.5640764504
334	0.5639822991
335	0.5638861785
336	0.5637897503
337	0.5636703073
338	0.5635693254
339	0.5634820047
340	0.5633853303
341	0.563292102
342	0.5631568441
343	0.563053893
344	0.5629583878
345	0.562855929
346	0.5627591316
347	0.562651196
348	0.5625495987
349	0.5624616626
350	0.5623497886
351	0.5622518835
352	0.562154963
353	0.5620608117
354	0.5619557683
355	0.5618621093
356	0.5617301128
357	0.5616008854
358	0.5615036573
359	0.5614090752
360	0.5613184314
361	0.5612293261
362	0.5611260058
363	0.5610381312
364	0.5609426876
365	0.5608442902
366	0.5607486004
367	0.5606369726
368	0.5605402367
369	0.5604422701
370	0.560351934
371	0.5602617826
372	0.5601681851
373	0.5600802489
374	0.5599973588
375	0.5599022844
376	0.5597901028
377	0.55969189
378	0.5596068461
379	0.5595139255
380	0.5594247587
381	0.5593433455
382	0.5592427943
383	0.5591425508
384	0.5590480302
385	0.5589533251
386	0.5588652043
387	0.5587767759
388	0.5586803477
389	0.5585943192
390	0.5584929065
391	0.5584124779
392	0.5583210342
393	0.5582068218
394	0.5581296546
395	0.5580359341
396	0.5579409212
397	0.5578467699
398	0.5577574184
399	0.5576684361
400	0.5575864075
401	0.5575051174
402	0.5574104122
403	0.5573217992
404	0.5572348477
405	0.5571425424
406	0.5570590985
407	0.5569791622
408	0.5568981182
409	0.556815905
410	0.5567339379
411	0.556652217
412	0.5565692654
413	0.5564863137
414	0.5563813319
415	0.5562765347
416	0.5561533995
417	0.5560718632
418	0.5559799887
419	0.5558892834
420	0.5558078087
421	0.5557151342
422	0.5556179676
423	0.5555337852
424	0.5554584026
425	0.5553673896
426	0.5552744075
427	0.5551897943
428	0.5551107195
429	0.5550350292
430	0.5549331858
431	0.5548551571
432	0.5547784207
433	0.5547008227
434	0.5545914718
435	0.5545085817
436	0.5544307991
437	0.5543514166
438	0.5542581883
439	0.5541884056
440	0.554098931
441	0.5540264407
442	0.5539466274
443	0.5538705063
444	0.5537535248
445	0.5536500199
446	0.5535555609
447	0.5534737784
448	0.5534027649
449	0.5533220286
450	0.5532388308
451	0.5531646789
452	0.5530923732
453	0.5529999449
454	0.5529180393
455	0.5528427798
456	0.5527226599
457	0.5526411852
458	0.5525667871
459	0.5524943583
460	0.5524121451
461	0.5523215014
462	0.5522510417
463	0.5521798436
464	0.552107784
465	0.552028463
466	0.5519496959
467	0.5518783747
468	0.5517988691
469	0.5517244711
470	0.5516346273
471	0.5515666291
472	0.5514903235
473	0.5514150639
474	0.5513419582
475	0.5512561758
476	0.5511827624
477	0.5510889803
478	0.551015013
479	0.5509426457
480	0.5508759398
481	0.5508041263
482	0.5507377896
483	0.5506652377
484	0.5505499177
485	0.5504648738
486	0.5503945372
487	0.550322293
488	0.5502576793
489	0.5501880196
490	0.5501223598
491	0.5500509156
492	0.5499803328
493	0.5499056887
494	0.54979843
495	0.5497117861
496	0.549637142
497	0.5495539442
498	0.5494223169
499	0.5493474881
500	0.5492767208
501	0.5492044765
502	0.5491118636
503	0.5490391271
504	0.548968729
505	0.5488862081
506	0.5488118716
507	0.5487439349
508	0.5486761829
509	0.5486121846
510	0.548544371
511	0.5484648654
512	0.5483993287
513	0.548335515
514	0.5482699783
515	0.5481914573
516	0.5481225361
517	0.5480670298
518	0.5480035854
519	0.5479328796
520	0.5478651275
521	0.5477955294
522	0.5477206391
523	0.5476501179
524	0.5475520897
525	0.5474899375
526	0.5474132626
527	0.5473363416
528	0.5472666819
529	0.5471775766
530	0.5471139475
531	0.5470497646
532	0.5469248448
533	0.5468514929
534	0.5467850947
535	0.5467183888
536	0.5466599288
537	0.5465863308
538	0.5465185787
539	0.5464584572
540	0.5463883052
541	0.5463173533
542	0.5462522473
543	0.5461755109
544	0.5461057281
545	0.5460393299
546	0.5459720702
547	0.5459081949
548	0.5458389045
549	0.5457427839
550	0.5456763857
551	0.5456186026
552	0.5455558966
553	0.5454913445
554	0.5454287615
555	0.5453511021
556	0.5452502432
557	0.5451909217
558	0.5451122776
559	0.545033449
560	0.5449698814
561	0.544911483
562	0.5448465001
563	0.5447844094
564	0.5447223803
565	0.5446703817
566	0.5446042911
567	0.5445430005
568	0.5444858327
569	0.5444298958
570	0.5443682359
571	0.5443018992
572	0.5442415931
573	0.544178764
574	0.5440897202
575	0.5440220912
576	0.543964062
577	0.5439086789
578	0.5438496035
579	0.5437502215
580	0.5436834541
581	0.5435651803
582	0.5435039512
583	0.5434481988
584	0.5433856158
585	0.5433288789
586	0.5432629114
587	0.5432034053
588	0.5431391609
589	0.5430755318
590	0.5430152872
591	0.5429498736
592	0.5428943058
593	0.5428226154
594	0.5427130183
595	0.5426520969
596	0.5425928985
597	0.542539546
598	0.5424835475
599	0.5424262567
600	0.5423532125
601	0.5422901373
602	0.5422348157
603	0.5421539563
604	0.542095804
605	0.5420448515
606	0.5419812224
607	0.5419163626
608	0.5418592564
609	0.5417681819
610	0.5417145833
611	0.5416602463
612	0.5415972942
613	0.5415395111
614	0.5414777896
615	0.5413827768
616	0.5413289936
617	0.5412701029
618	0.541213489
619	0.5411528752
620	0.5410922614
621	0.5410380475
622	0.5409873411
623	0.5409314657
624	0.5408652521
625	0.5407939924
626	0.5407362094
627	0.5406484578
628	0.5405371993
629	0.5404737548
630	0.5404198485
631	0.5403628039
632	0.5402908058
633	0.5402178847
634	0.5401577632
635	0.5400930265
636	0.5400263821
637	0.5399628761
638	0.5399053391
639	0.5398388794
640	0.5397820809
641	0.5397286669
642	0.5396497767
643	0.539599378
644	0.5395356874
645	0.5394795658
646	0.5394271365
647	0.5393425849
648	0.5392804942
649	0.5392285571
650	0.5391733586
651	0.5391206831
652	0.5390652999
653	0.5390121321
654	0.5389364418
655	0.5388806894
656	0.5388133066
657	0.5387584158
658	0.5387078325
659	0.5386549724
660	0.5386045737
661	0.5385538058
662	0.5384974381
663	0.5384325783
664	0.5383237196
665	0.5382603367
666	0.5382100611
667	0.5381615701
668	0.538106187
669	0.5380431117
670	0.5379856363
671	0.5378908081
672	0.537827979
673	0.5377701959
674	0.5377166589
675	0.5376657064
676	0.537585647
677	0.5375004185
678	0.5374457122
679	0.5373849754
680	0.5373279307
681	0.5372795628
682	0.537226518
683	0.5371732887
684	0.5371130441
685	0.5370630147
686	0.5370084315
687	0.5369542791
688	0.5368987729
689	0.5368442513
690	0.5367951449
691	0.5367408079
692	0.5366910861
693	0.536639949
694	0.5365912119
695	0.5365422901
696	0.5364875223
697	0.5364365698
698	0.5363832174
699	0.5363246959
700	0.5362686973
701	0.5362173141
702	0.5361402085
703	0.536090179
704	0.5360394111
705	0.5359894432
706	0.5359367062
707	0.5358773231
708	0.5358191093
709	0.535768526
710	0.5357177581
711	0.5356645288
712	0.5356095764
713	0.5355580086
714	0.5355105637
715	0.5354611496
716	0.5354051511
717	0.5353511833
718	0.5352976462
719	0.5352243559
720	0.5351724188
721	0.5351225124
722	0.535053345
723	0.5350062078
724	0.5349611013
725	0.5349068259
726	0.534854458
727	0.5348048593
728	0.5347579067
729	0.5347022159
730	0.534652248
731	0.5345969879
732	0.5345473277
733	0.5345027751
734	0.5344543456
735	0.5344014239
736	0.5343132416
737	0.5342650583
738	0.5342170596
739	0.5341465384
740	0.5340366336
741	0.533982912
742	0.5339323287
743	0.5338864838
744	0.5338322083
745	0.5337851326
746	0.5337363339
747	0.5336870429
748	0.5336291368
749	0.5335579386
750	0.5335047708
751	0.5334258191
752	0.5333793588
753	0.5333196681
754	0.533267731
755	0.5332187477
756	0.5331692721
757	0.5331159812
758	0.5330673055
759	0.53301383
760	0.5329455242
761	0.5328978331
762	0.5328514959
763	0.5328002972
764	0.532757283
765	0.532718884
766	0.532659501
767	0.532606087
768	0.5325468886
769	0.532454768
770	0.5324132922
771	0.5323650473
772	0.5323096026
773	0.5322181589
774	0.5321694217
775	0.5321260998
776	0.5320798241
777	0.5320325638
778	0.5319734269
779	0.5319229667
780	0.5318773064
781	0.5317710323
782	0.5317007572
783	0.5316449433
784	0.5315914063
785	0.531550792
786	0.531506424
787	0.531456333
788	0.5314071035
789	0.531356151
790	0.5313083984
791	0.5312127087
792	0.5311675407
793	0.5311008963
794	0.5310519745
795	0.5310073603
796	0.5309582539
797	0.5309077937
798	0.5308621334
799	0.5308094579
800	0.5307463211
801	0.5306820151
802	0.5306399239
803	0.5305951866
804	0.5305052813
805	0.5304612825
806	0.5304180837
807	0.5303703311
808	0.530317594
809	0.5302750105
810	0.5302339655
811	0.5301898436
812	0.5301399987
813	0.5300611701
814	0.5300070177
815	0.5299617266
816	0.5299133586
817	0.5298423451
818	0.5297981617
819	0.529744317
820	0.5297081333
821	0.5296661036
822	0.5296163819
823	0.5295678909
824	0.5295209998
825	0.5294785394
826	0.5294246331
827	0.5293811266
828	0.5293364509
829	0.5292941751
830	0.5292467917
831	0.5291975007
832	0.5291500558
833	0.5290997802
834	0.5290438433
835	0.5289921523
836	0.5289202773
837	0.5288724017
838	0.5288242799
839	0.5287708044
840	0.528725144
841	0.5286819452
842	0.5286077933
843	0.5285650868
844	0.5285160419
845	0.52847112
846	0.5284012142
847	0.5283543847
848	0.528288048
849	0.5282394954
850	0.5281930351
851	0.5281492209
852	0.5280795612
853	0.5280307625
854	0.5279827022
855	0.5279324267
856	0.5278928585
857	0.5278300909
858	0.5277822768
859	0.5277375395
860	0.5276901562
861	0.5276488034
862	0.5276036354
863	0.5275566828
864	0.5275106533
865	0.5274642545
866	0.5273912103
867	0.5273477653
868	0.5273082586
869	0.5272541678
870	0.5271957693
871	0.5271427861
872	0.527101618
873	0.5270310968
874	0.5269832827
875	0.5269387915
876	0.5269006387
877	0.5268562707
878	0.5267965184
879	0.526752458
880	0.5267050747
881	0.5266640296
882	0.5266235384
883	0.5265775704
884	0.5265160335
885	0.526476773
886	0.5264332665
887	0.5263883446
888	0.5263468688
889	0.5263075468
890	0.526264471
891	0.5262207799
892	0.5261772733
893	0.5261144442
894	0.526068107
895	0.5260248466
896	0.5259834323
897	0.5259275569
898	0.525889404
899	0.5258454052
900	0.5258044217
901	0.5257546999
902	0.5256974092
903	0.5256535334
904	0.52560855
905	0.5255439978
906	0.5255085526
907	0.5254667076
908	0.5254163705
909	0.5253749562
910	0.5253319419
911	0.5252772357
912	0.5252371137
913	0.5251835767
914	0.5251370548
915	0.5250941637
916	0.5250291192
917	0.5249837666
918	0.5249390293
919	0.5248981689
920	0.5248627852
921	0.5247882641
922	0.5247331886
923	0.5246762671
924	0.5246250684
925	0.5245819311
926	0.5245437783
927	0.5244339966
928	0.524382121
929	0.5243007694
930	0.5242543706
931	0.5242104948
932	0.5241700651
933	0.5241323431
934	0.5240926518
935	0.5240514837
936	0.5240109309
937	0.5239681013
938	0.5239217025
939	0.5238753653
940	0.5238343202
941	0.523792229
942	0.5237434303
943	0.5237050313
944	0.5236662016
945	0.5236189413
946	0.5235721118
947	0.523528113
948	0.5234865756
949	0.5234438691
950	0.5233647942
951	0.5233205493
952	0.5232623354
953	0.5232217827
954	0.5231851067
955	0.523144677
956	0.5230992013
957	0.523062833
958	0.5230161266
959	0.5229400671
960	0.5228975451
961	0.5228519463
962	0.5228115782
963	0.5227716408
964	0.522731088
965	0.5226880122
966	0.5225976762
967	0.5225571849
968	0.5225153399
969	0.5224783563
970	0.5224410034
971	0.5224042044
972	0.5223606979
973	0.522312453
974	0.5222503008
975	0.5222024251
976	0.5221632877
977	0.5221205812
978	0.5220715979
979	0.5220360911
980	0.5220025535
981	0.5219684006
982	0.5219310477
983	0.5218907411
984	0.5218520345
985	0.5217989282
986	0.5217600984
987	0.5217223764
988	0.5216854543
989	0.5216469322
990	0.5216077333
991	0.5215665651
992	0.5215206587
993	0.5214865057
994	0.5214453376
995	0.5213692165
996	0.5213318637
997	0.5212876802
998	0.5212450967
999	0.5212046671
1000	0.5211654066
1001	0.5211108849
1002	0.5210738398
1003	0.5210292256
1004	0.5209903958
1005	0.5209521815
1006	0.5209068288
1007	0.520867876
1008	0.5208275694
1009	0.5207870782
1010	0.5207415409
1011	0.5207009881
1012	0.5206684967
1013	0.520615575
1014	0.5205776683
1015	0.5205414231
1016	0.5204959474
1017	0.520450041
1018	0.5204139804
1019	0.5203770583
1020	0.5203421669
1021	0.5202991527
1022	0.520259646
1023	0.5202229085
1024	0.5201854941
1025	0.5201459875
1026	0.5200738663
1027	0.5200266061
1028	0.5199826688
1029	0.5199388545
1030	0.5198586105
1031	0.5198166424
1032	0.5197789203
1033	0.5197389829
1034	0.5196949841
1035	0.5196501853
1036	0.5195913561
1037	0.5195479111
1038	0.5195123428
1039	0.5194765284
1040	0.5194074225
1041	0.5193636698
1042	0.519321271
1043	0.519275303
1044	0.5192021972
1045	0.5191716749
1046	0.5191171533
1047	0.5190809081
1048	0.5190067563
1049	0.5189738956
1050	0.5189318044
1051	0.5188904517
1052	0.5188534065
1053	0.518814946
1054	0.5187761778
1055	0.5187318097
1056	0.5186945799
1057	0.5186541502
1058	0.5185952595
1059	0.5185559375
1060	0.5185068311
1061	0.5184744012
1062	0.5184244948
1063	0.5183854189
1064	0.5183404355
1065	0.5183061595
1066	0.5182688066
1067	0.5182146542
1068	0.5181818551
1069	0.5181433331
1070	0.5181067802
1071	0.5180484433
1072	0.5180039521
1073	0.5179523843
1074	0.5179034625
1075	0.517861679
1076	0.5178289414
1077	0.5177874041
1078	0.5177407591
1079	0.5177024217
1080	0.5176603305
1081	0.517606055
1082	0.5175654407
1083	0.5175241495
1084	0.5174853198
1085	0.5174491977
1086	0.517412091
1087	0.5173709228
1088	0.5173257548
1089	0.5172939402
1090	0.5172621872
1091	0.5172236037
1092	0.517136406
1093	0.5170950532
1094	0.5170231167
1095	0.5169547493
1096	0.5169116119
1097	0.5168661978
1098	0.5168329679
1099	0.5167940766
1100	0.5167559853
1101	0.5167159864
1102	0.516673526
1103	0.5166345732
1104	0.5166004818
1105	0.5165527907
1106	0.5165140841
1107	0.516482208
1108	0.5164353169
1109	0.5163917488
1110	0.5163555037
1111	0.5163204277
1112	0.5162818441
1113	0.5162525525
1114	0.516216492
1115	0.5161826775
1116	0.5161382479
1117	0.5161035719
1118	0.5160419735
1119	0.5159994208
1120	0.5159661909
1121	0.5159200691
1122	0.5158830547
1123	0.515848871
1124	0.5158160103
1125	0.5157792421
1126	0.5157393662
1127	0.5156932751
1128	0.5156505993
1129	0.5156088774
1130	0.5155758013
1131	0.515515526
1132	0.5154577737
1133	0.5153996829
1134	0.5153614685
1135	0.5153201158
1136	0.5152845167
1137	0.5152423948
1138	0.5152060573
1139	0.515155074
1140	0.5151165827
1141	0.5150811375
1142	0.5150436308
1143	0.5149728943
1144	0.5149352953
1145	0.5148960348
1146	0.5148551743
1147	0.514824529
1148	0.5147926837
1149	0.5147593307
1150	0.5147202856
1151	0.5146878249
1152	0.5146452414
1153	0.5145989042
1154	0.5145646282
1155	0.5145223216
1156	0.5144902609
1157	0.5144542311
1158	0.5144164783
1159	0.514381833
1160	0.5143484186
1161	0.5143063274
1162	0.5142710052
1163	0.5142290063
1164	0.5141877767
1165	0.5141523007
1166	0.5141171016
1167	0.5140831333
1168	0.5140188273
1169	0.5139815668
1170	0.5139494445
1171	0.5139146762
1172	0.5138528933
1173	0.5138232325
1174	0.513766834
1175	0.513725912
1176	0.5136900668
1177	0.5136592984
1178	0.5136181303
1179	0.5135816389
1180	0.5135485937
1181	0.5135135177
1182	0.5134737957
1183	0.513436289
1184	0.5133820442
1185	0.5133496451
1186	0.5133106
1187	0.5132849084
1188	0.5132479863
1189	0.5131844803
1190	0.513148512
1191	0.5130861444
1192	0.5130500223
1193	0.5129905777
1194	0.5129571017
1195	0.512913749
1196	0.5128620273
1197	0.5128334742
1198	0.5128023673
1199	0.5127686759
1200	0.5127220003
1201	0.5126823705
1202	0.5126419716
1203	0.5126091725
1204	0.5125697581
1205	0.5125289285
1206	0.5124895757
1207	0.5124535766
1208	0.5124252389
1209	0.5123893322
1210	0.5123285953
1211	0.5122882272
1212	0.5122449668
1213	0.5122093062
1214	0.5121643535
1215	0.5121237392
1216	0.5120875863
1217	0.5120487258
1218	0.5120157421
1219	0.5119778662
1220	0.5119367288
1221	0.5119003913
1222	0.5118669153
1223	0.5118206088
1224	0.5117839637
1225	0.5117437801
1226	0.5117087041
1227	0.5116750742
1228	0.5116425213
1229	0.5116003685
1230	0.5115667079
1231	0.5115319396
1232	0.5114980943
1233	0.5114633568
1234	0.5114231117
1235	0.5113914818
1236	0.5113560673
1237	0.511321176
1238	0.5112892691
1239	0.5112414858
1240	0.5112090866
1241	0.5111609341
1242	0.5111291503
1243	0.5110955512
1244	0.5110592445
1245	0.5110240762
1246	0.5109910309
1247	0.5109522627
1248	0.510918879
1249	0.5108656188
1250	0.5108255276
1251	0.5107934361
1252	0.5107612524
1253	0.5107289763
1254	0.5106904235
1255	0.5106539629
1256	0.5106191946
1257	0.5105884262
1258	0.5105607346
1259	0.5105174435
1260	0.5104815983
1261	0.5104454454
1262	0.5104090464
1263	0.5103782472
1264	0.5103447711
1265	0.5103155411
1266	0.5102863112
1267	0.5102523428
1268	0.5101838831
1269	0.5101440996
1270	0.5101120389
1271	0.510079332
1272	0.5100464098
1273	0.5100138261
1274	0.5099551815
1275	0.509915921
1276	0.5098781374
1277	0.5098133083
1278	0.5097840476
1279	0.509733372
1280	0.5097006652
1281	0.509666543
1282	0.5096263902
1283	0.5095979295
1284	0.5095653149
1285	0.5095173162
1286	0.509480271
1287	0.5094494719
1288	0.5094111652
1289	0.50937492
1290	0.5093385825
1291	0.5093109525
1292	0.5092809533
1293	0.5092458465
1294	0.5092125243
1295	0.5091761868
1296	0.509125019
1297	0.5090894199
1298	0.5090529901
1299	0.5090153296
1300	0.508982992
1301	0.5089583772
1302	0.5089301934
1303	0.5088985327
1304	0.5088719488
1305	0.5088388727
1306	0.5088052121
1307	0.5087580749
1308	0.5086953381
1309	0.5086514315
1310	0.5085938331
1311	0.5085470036
1312	0.5084948511
1313	0.5084504215
1314	0.5084144532
1315	0.5083794388
1316	0.5083438397
1317	0.5083062715
1318	0.5082706724
1319	0.5082231045
1320	0.50818849
1321	0.5081554755
1322	0.5081228302
1323	0.5080651394
1324	0.5080232329
1325	0.5079881261
1326	0.5079510809
1327	0.507917328
1328	0.507851822
1329	0.5077901006
1330	0.5077470556
1331	0.5077126565
1332	0.507680965
1333	0.5076444122
1334	0.507592752
1335	0.5075642604
1336	0.5075293075
1337	0.5074982314
1338	0.5074621401
1339	0.5074295563
1340	0.5073920496
1341	0.5073626966
1342	0.507330882
1343	0.5072982367
1344	0.5072656222
1345	0.5072305155
1346	0.5072006701
1347	0.5071688556
1348	0.5071383025
1349	0.5071092264
1350	0.5070745504
1351	0.5070451358
1352	0.5070038446
1353	0.5069697839
1354	0.5069419385
1355	0.5069166469
1356	0.5068841862
1357	0.5068538486
1358	0.5068208956
1359	0.5067907733
1360	0.506754682
1361	0.506721729
1362	0.5066795147
1363	0.5066442541
1364	0.5066161318
1365	0.5065871172
1366	0.5065582564
1367	0.5065214882
1368	0.5064837969
1369	0.5064560438
1370	0.506427706
1371	0.5063973992
1372	0.5063568156
1373	0.506306817
1374	0.5062615566
1375	0.5062114964
1376	0.5061714052
1377	0.5061349754
1378	0.5061048223
1379	0.5060734078
1380	0.5060395933
1381	0.5060003636
1382	0.5059626415
1383	0.5059205195
1384	0.5058826744
1385	0.5058259682
1386	0.5057936614
1387	0.5057469549
1388	0.5057114482
1389	0.5056829258
1390	0.5056517574
1391	0.5056196045
1392	0.5055889283
1393	0.5055580676
1394	0.5055262223
1395	0.5054868695
1396	0.5054489936
1397	0.5054180098
1398	0.5053687188
1399	0.5053406273
1400	0.5053117357
1401	0.5052813981
1402	0.5052513989
1403	0.5052154613
1404	0.5051799546
1405	0.5051397095
1406	0.5050986337
1407	0.5050579271
1408	0.5050245433
1409	0.5049934057
1410	0.5049580528
1411	0.5049218692
1412	0.5048942699
1413	0.5048572863
1414	0.5048235948
1415	0.5047818729
1416	0.5047354433
1417	0.5047015058
1418	0.504670522
1419	0.5046421843
1420	0.5046068006
1421	0.5045567096
1422	0.5045260951
1423	0.504488773
1424	0.5044605276
1425	0.5044346513
1426	0.5044047444
1427	0.5043720684
1428	0.5043466229
1429	0.50431247
1430	0.5042642866
1431	0.5042242569
1432	0.5041755813
1433	0.5041308748
1434	0.5040970295
1435	0.5040426618
1436	0.5040146933
1437	0.5039629408
1438	0.5039310032
1439	0.5039022347
1440	0.5038782046
1441	0.5038498361
1442	0.5038206369
1443	0.5037880839
1444	0.5037598077
1445	0.5037333469
1446	0.5037068553
1447	0.5036588873
1448	0.503624919
1449	0.5035987659
1450	0.5035726743
1451	0.5035417212
1452	0.5035023992
1453	0.503472
1454	0.5034457238
1455	0.5034144938
1456	0.5033877253
1457	0.5033572954
1458	0.5033269577
1459	0.5032936355
1460	0.5032589287
1461	0.5032320064
1462	0.5032007149
1463	0.5031649312
1464	0.503131086
1465	0.5030967484
1466	0.5030689953
1467	0.5030438575
1468	0.5030036432
1469	0.5029601982
1470	0.5029075842
1471	0.5028776773
1472	0.5028480474
1473	0.5028125098
1474	0.5027803261
1475	0.5027459885
1476	0.5027170355
1477	0.502686544
1478	0.5026590985
1479	0.5026101152
1480	0.5025719316
1481	0.5025067026
1482	0.5024693497
1483	0.5024090129
1484	0.5023783983
1485	0.5023335995
1486	0.502306431
1487	0.5022788317
1488	0.5022459095
1489	0.5022128027
1490	0.5021871111
1491	0.5021522812
1492	0.5021160053
1493	0.5020818523
1494	0.5020548992
1495	0.5020245308
1496	0.5019918855
1497	0.5019669939
1498	0.5019395484
1499	0.5019092723
