iter	MultiClass	F1:class=0	F1:class=1	F1:class=2	F1:class=3	F1:class=4	F1:class=5
282	1.257598801	0.4186299507	0.5725644105	0.4838073834	0.2918596956	0.2681582361	0.05184507472
283	1.257464853	0.4183420077	0.5726221786	0.4840055633	0.2915540354	0.268964772	0.05184507472
284	1.257257519	0.4181236819	0.5725787355	0.4840712693	0.2923212612	0.2690083761	0.05303261201
285	1.257109948	0.4182108735	0.5726075119	0.4840665721	0.2920146641	0.2687776937	0.05243902439
286	1.256974111	0.4183975252	0.5727964811	0.4841723172	0.2925175692	0.2689357104	0.05243902439
287	1.256752457	0.4187374647	0.5731855862	0.4845235463	0.2925350094	0.2693970175	0.05421870241
288	1.25642798	0.419460121	0.5734827659	0.4847747773	0.2928402139	0.2690437601	0.05481120585
289	1.256238047	0.41947871	0.5734104829	0.4847300809	0.293048364	0.2689502404	0.05599513086
290	1.256073373	0.4198756075	0.5734205383	0.484838992	0.293237846	0.2694675451	0.05599513086
291	1.255760133	0.4206664629	0.5737789551	0.4851683986	0.2938665345	0.2699724518	0.05599513086
292	1.255565327	0.4209882832	0.5737674387	0.4853140283	0.2940155876	0.2702965484	0.05599513086
293	1.255339596	0.4213385854	0.5738005975	0.4854249035	0.2940026973	0.2706263499	0.05542021924
294	1.255224443	0.4214135379	0.5738587315	0.4855829041	0.2936123348	0.2705183585	0.05543710021
295	1.255092186	0.4216777521	0.5740551064	0.4859032948	0.2939589184	0.2704687838	0.05543710021
296	1.254932086	0.4221385184	0.5739804773	0.48594618	0.2942569242	0.2703607691	0.05543710021
297	1.254720773	0.4220737374	0.5739541263	0.4859899197	0.2942924762	0.2704541772	0.05484460695
298	1.254583544	0.4223669924	0.5741578172	0.4859248342	0.2944494895	0.2701301507	0.05484460695
299	1.254469783	0.4225485873	0.5741364999	0.4859711501	0.2949105915	0.2702965484	0.05484460695
300	1.254261951	0.4225552692	0.5743761752	0.4861035623	0.2944559087	0.2701652089	0.05484460695
301	1.25408594	0.4227509999	0.5744219531	0.4863679502	0.294844623	0.2711827841	0.05425175251
302	1.253631593	0.4230964725	0.5746573777	0.4863853055	0.294964623	0.2718111764	0.05421870241
303	1.253439771	0.4236449864	0.5746348234	0.4863832614	0.2948996725	0.2724921883	0.05540334855
304	1.253272611	0.4235541393	0.5748108785	0.4862994741	0.2951018162	0.2725558847	0.05540334855
305	1.253017544	0.4238706835	0.5750742493	0.4865947413	0.2960334489	0.2735005922	0.05482790131
306	1.25285456	0.4240021685	0.5750985801	0.4866002215	0.295735901	0.2734665302	0.05601217656
307	1.252544303	0.4242239393	0.5753992421	0.4866122539	0.2959051783	0.2736672052	0.05543710021
308	1.252352381	0.4247763622	0.5755199743	0.4866352637	0.2961863125	0.2747122728	0.05602923264
309	1.252173586	0.425038954	0.5756586183	0.4866796561	0.296345186	0.2748493976	0.05602923264
310	1.252032081	0.4251211002	0.5757042551	0.4869292211	0.296593848	0.2753132226	0.05780346821
311	1.2517262	0.4245503506	0.5757637268	0.4872848869	0.2969828653	0.2755875867	0.05778588808
312	1.251534577	0.4245749509	0.5759457265	0.4873781924	0.2972170278	0.2754207668	0.05778588808
313	1.251287068	0.4253877938	0.5759683233	0.4875250561	0.2969458724	0.2755211691	0.05896656535
314	1.251086893	0.4251211002	0.5760498088	0.4874578464	0.2972348964	0.2762288477	0.05955636585
315	1.250961497	0.4257680336	0.5761418529	0.4873589144	0.2972282504	0.2765843179	0.05955636585
316	1.250774448	0.4257348713	0.57611372	0.4875086649	0.2976268952	0.2766106066	0.06071645416
317	1.250589786	0.4252741302	0.5759872762	0.4876182025	0.2977099237	0.2768850433	0.06189320388
318	1.250458523	0.4252655795	0.575990388	0.4878540265	0.2982427238	0.2771181432	0.06130500759
319	1.250152941	0.4256297549	0.5759974293	0.4877827636	0.2987073579	0.2770404599	0.06071645416
320	1.250007458	0.4259390743	0.5761757394	0.4879692012	0.298948986	0.2773989153	0.06012754327
321	1.24989857	0.4261275272	0.5762023946	0.4880481959	0.2989079734	0.2772734597	0.05953827461
322	1.249698395	0.4265476553	0.5763451408	0.4879470689	0.2991987707	0.2775957458	0.06071645416
323	1.24954436	0.4263736264	0.5764274117	0.4879642398	0.2992868897	0.2773361976	0.06014580802
324	1.24932201	0.4266684698	0.5764824257	0.4878838927	0.2993417444	0.2770586024	0.0613236187
325	1.249187565	0.4266684698	0.5765403184	0.4880614012	0.2994928033	0.277354236	0.06191198786
326	1.249044072	0.4266882985	0.5767978967	0.4881360327	0.2995147893	0.2776942894	0.0613236187
327	1.248862691	0.4269928699	0.5767221706	0.4881361585	0.2996217727	0.2778969957	0.0613236187
328	1.248647301	0.4275768841	0.5770017756	0.4885258654	0.3004772091	0.2786858888	0.06134224112
329	1.248546766	0.4276015807	0.57708506	0.4887431815	0.3004633056	0.2784389407	0.06134224112
330	1.248330581	0.4277941127	0.5772058512	0.4888370759	0.3004501537	0.2787333226	0.06193078324
331	1.24814035	0.4280405405	0.5771854108	0.4888621647	0.3007494029	0.2793763061	0.06193078324
332	1.247905569	0.4280602255	0.5772288208	0.4890389418	0.3014736149	0.2798371545	0.06075334143
333	1.247720807	0.4284412033	0.5775388393	0.489320568	0.3018526142	0.2798587329	0.06193078324
334	1.24755653	0.428556962	0.5775345808	0.489523422	0.3016496034	0.2806717296	0.06369426752
335	1.247420097	0.4287257749	0.5777175524	0.4896376892	0.3021961451	0.2810261892	0.06310679612
336	1.247210375	0.4290054689	0.5778184251	0.4896244053	0.3024339436	0.281517094	0.06426189754
337	1.247039237	0.4288800378	0.5777928348	0.4898336927	0.3025219298	0.2820074746	0.06308765544
338	1.246906682	0.4288462187	0.5778636106	0.4898971668	0.3026384285	0.2816404998	0.06424242424
339	1.246720727	0.4294677191	0.5780401657	0.4898998315	0.30307844	0.2813184465	0.06424242424
340	1.246460788	0.4295206935	0.5780970696	0.490274679	0.3036505938	0.2812249479	0.06424242424
341	1.246279009	0.4302200027	0.5783857034	0.4901900873	0.3032840722	0.2810712567	0.06424242424
342	1.246227797	0.4303020078	0.5783977437	0.4902637987	0.3033686342	0.2811481105	0.06365565323
343	1.246073961	0.4302003913	0.5785154761	0.4903424137	0.3037010657	0.2823428907	0.06426189754
344	1.24585698	0.4300124827	0.5784530434	0.4903130209	0.3037503422	0.2826632495	0.06426189754
345	1.245689919	0.4302627585	0.5784579423	0.4904650323	0.3039027861	0.2824182867	0.06484848485
346	1.245545729	0.4304028068	0.5786224244	0.4906265051	0.3041050903	0.2827549386	0.06600060551
347	1.245346051	0.4304941811	0.5785622332	0.4907610659	0.3042039332	0.282354199	0.06658595642
348	1.245264012	0.430441236	0.5786001609	0.4907096942	0.3046868587	0.2825994015	0.06658595642
349	1.245171333	0.4306965762	0.578800735	0.490842898	0.3051199956	0.283120628	0.06600060551
350	1.244994129	0.4315008432	0.5788185061	0.4908407268	0.3055168075	0.283120628	0.06600060551
351	1.244866248	0.4314148843	0.5789058992	0.4908462899	0.3055677095	0.2829059829	0.06658595642
352	1.244745625	0.4313751939	0.5789179389	0.490770157	0.3055221432	0.2831347828	0.06658595642
353	1.244611479	0.4315920817	0.5789879445	0.4908799526	0.3061659561	0.2844477676	0.06596066566
354	1.244432584	0.4323868618	0.5792457147	0.4910974006	0.3068392877	0.2841880342	0.06596066566
355	1.244273478	0.4321899558	0.5793272897	0.491235547	0.3064317902	0.2842796859	0.06596066566
356	1.244098064	0.4323102867	0.5795293739	0.491276511	0.3070917727	0.2846157954	0.06596066566
357	1.243921357	0.4325399501	0.579664206	0.4914682723	0.3075326378	0.2849823887	0.06539509537
358	1.243715414	0.4325600216	0.5797236586	0.4916268386	0.307696508	0.2851195559	0.06539509537
359	1.243517228	0.4324871043	0.5797784427	0.4915781867	0.3082678025	0.28608	0.06598062954
360	1.243391534	0.4325107875	0.5799064312	0.4916480605	0.308209261	0.2860951162	0.06658595642
361	1.243260371	0.433088384	0.5797516633	0.491432596	0.3086163591	0.2867192496	0.06658595642
362	1.243068947	0.4332030197	0.5799582959	0.4918582775	0.3089351018	0.286643215	0.0671709531
363	1.242905565	0.4331231667	0.5800840849	0.4921377674	0.3094185094	0.2868258367	0.06775559589
364	1.242721698	0.4334636646	0.5802415766	0.4923088328	0.3095407132	0.2869931262	0.06892382104
365	1.242521523	0.4339209276	0.5800037294	0.4923213806	0.3100991072	0.2873275449	0.06892382104
366	1.242362715	0.4341262888	0.5800047471	0.4923712946	0.3102196753	0.2870991797	0.06950740405
367	1.24221594	0.4343080447	0.5801047831	0.4924908221	0.3107971746	0.2869472563	0.06950740405
368	1.241977082	0.4350314825	0.5802856561	0.4926133941	0.3106504841	0.2870074547	0.07009063444
369	1.241766068	0.4352830316	0.5804114528	0.4927487884	0.3106044076	0.2872051541	0.06950740405
370	1.241530691	0.4352450188	0.5803244197	0.49278962	0.3113837764	0.2887410168	0.07125603865
371	1.241292628	0.4358560377	0.5804803964	0.4927794153	0.3114334006	0.2885434412	0.0718382131
372	1.241059339	0.4360785897	0.5807042696	0.4930567143	0.3119120975	0.288832109	0.07242003621
373	1.240910774	0.4357775011	0.5807649902	0.4930922578	0.3125613346	0.2891976788	0.07125603865
374	1.240793434	0.435642898	0.5806785324	0.4930721718	0.3126533282	0.2899430336	0.0718382131
375	1.240615931	0.435543588	0.5808333475	0.4932505099	0.3118980711	0.2892425613	0.07185990338
376	1.240472238	0.4357395255	0.5809072329	0.4932086003	0.3122068288	0.2890604205	0.07185990338
377	1.240291852	0.4358327446	0.5811745339	0.4933502627	0.312326228	0.2889397732	0.07242003621
378	1.240166854	0.436095789	0.5812023824	0.4934039141	0.3127980164	0.2895185343	0.07181653591
379	1.239993727	0.436057854	0.5813373592	0.4934530213	0.3125391764	0.290186891	0.07185990338
380	1.23983134	0.4358767326	0.5815693059	0.4937722007	0.3128917961	0.2908684547	0.0730015083
381	1.239715789	0.4359733531	0.5816676984	0.4940220567	0.3130415826	0.2908858603	0.07237635706
382	1.239537292	0.4359915172	0.5817522085	0.4939984787	0.3132766514	0.2908877883	0.07237635706
383	1.239339404	0.43656189	0.5817660725	0.493887848	0.3133396921	0.2904308004	0.07177322075
384	1.239056494	0.4361909893	0.5818459321	0.4940325497	0.3130520118	0.2907020065	0.07119155354
385	1.238920955	0.4359302404	0.5818351425	0.4941953192	0.3135085041	0.2907793867	0.07293550332
386	1.238637051	0.4363452802	0.5818826263	0.4944612473	0.314083356	0.2910193658	0.07293550332
387	1.238445527	0.4362400296	0.5819553973	0.4945771675	0.3137671681	0.2915758703	0.07295749171
388	1.238261461	0.4368798143	0.5820719598	0.4948312021	0.3143471984	0.2915935556	0.07409638554
389	1.238069739	0.4372308934	0.5822057178	0.4946571972	0.3147291043	0.2921384149	0.074653823
390	1.237928333	0.437209928	0.5822220338	0.4947900221	0.3152309953	0.2927762717	0.074653823
391	1.237725175	0.4375777546	0.5823909395	0.4948250553	0.3161756713	0.2925973197	0.07351611931
392	1.237607039	0.4377122491	0.5825048522	0.4949026532	0.3161842642	0.2928229665	0.07293550332
393	1.237534546	0.4375840732	0.5825183478	0.4947297976	0.3165815495	0.2927633328	0.07295749171
394	1.237489897	0.4375987893	0.5825734721	0.4947428115	0.3168870666	0.2926725513	0.07295749171
395	1.237344713	0.4376155734	0.5826193805	0.494676449	0.3170268216	0.2925481025	0.07356044619
396	1.237188292	0.4379601304	0.5827450914	0.4948854337	0.3171042985	0.2927580894	0.07353827607
397	1.237102673	0.4379454081	0.5827620395	0.494690249	0.3166530834	0.2931931613	0.07411871045
398	1.237032169	0.4380881958	0.5828079452	0.494689854	0.3168505135	0.2936149886	0.07411871045
399	1.236893448	0.4379159664	0.5828481351	0.494811426	0.3166476439	0.2936558455	0.07411871045
400	1.23677919	0.4379620917	0.5827364352	0.4949421697	0.316802087	0.2938680246	0.07585791692
401	1.236673683	0.4385263794	0.5826301551	0.4950366212	0.3165846898	0.2935186167	0.07527853056
402	1.236538742	0.4388114823	0.5827785364	0.4950977203	0.316436419	0.2938931298	0.07467630232
403	1.236372973	0.4393796992	0.5828873831	0.4950169202	0.3171049772	0.2941675504	0.07351611931
404	1.236174091	0.438952317	0.5827715737	0.4947790268	0.3168929929	0.2944108601	0.07353827607
405	1.236068285	0.4392062053	0.582813242	0.4948072113	0.3167019947	0.2948561742	0.07411871045
406	1.235878551	0.4391488219	0.5828521034	0.4951739785	0.3172308863	0.2945416004	0.07356044619
407	1.235681956	0.4396415747	0.5830040531	0.4951445474	0.3169387035	0.2947033898	0.07237635706
408	1.235555367	0.4396563297	0.5832181706	0.4953111045	0.3168526513	0.2950837042	0.07237635706
409	1.235147758	0.4397905759	0.5832139254	0.4953003146	0.3172743056	0.2958529739	0.07414104882
410	1.235053289	0.4397610578	0.5832676214	0.4955182203	0.3173053454	0.2959983062	0.0747213016
411	1.234935053	0.4400013419	0.5834279998	0.4957775854	0.3173595856	0.2960728274	0.0747213016
412	1.234813934	0.4396511238	0.5833170806	0.4956480456	0.3179095172	0.2957746479	0.07416340066
413	1.234685953	0.4397867132	0.5835290925	0.4958152958	0.3182224631	0.2957157231	0.07356044619
414	1.234444609	0.4397572181	0.5836563993	0.4960445247	0.3185068805	0.2955544958	0.0747213016
415	1.234218181	0.4399302762	0.583710292	0.4963067706	0.3184651238	0.2960059328	0.07588075881
416	1.234039784	0.4401596191	0.5837519517	0.496316142	0.3189545319	0.2966061312	0.07648298705
417	1.23374146	0.4405950546	0.5837761668	0.4964372756	0.319230248	0.2964060763	0.07534659433
418	1.233530346	0.4408562527	0.5839942934	0.4967219365	0.3190762726	0.2968411027	0.07588075881
419	1.233415989	0.4407665505	0.5840019698	0.4967866145	0.3191673894	0.2967980947	0.07588075881
420	1.233254695	0.4413576115	0.5838605311	0.4965811091	0.3195253447	0.2970097909	0.07585791692
421	1.233084352	0.4416027851	0.5843326426	0.4969910056	0.3194429392	0.2966922466	0.07588075881
422	1.232921865	0.4422208092	0.584418342	0.4970977824	0.3199046355	0.2971585798	0.07530120482
423	1.232860809	0.4426081429	0.5844057661	0.4970886429	0.3199219703	0.2973230346	0.07588075881
424	1.232754009	0.4424441173	0.5843660548	0.4971904886	0.3204961543	0.2972915785	0.07648298705
425	1.232645121	0.4432479433	0.5844911833	0.4973028274	0.3204982399	0.2973659156	0.07703882034
426	1.232592118	0.4432327557	0.5845745992	0.4972141349	0.3206280455	0.2977147694	0.07706201084
427	1.232448824	0.4431285963	0.5846661115	0.4974378528	0.3208338974	0.2976832752	0.07645996388
428	1.2323106	0.4434404284	0.5846153846	0.4973255565	0.3209595754	0.2977733115	0.07645996388
429	1.231953606	0.4434034865	0.5849763424	0.4973331223	0.3211311777	0.2980591253	0.07706201084
430	1.231826421	0.4434407307	0.5851736088	0.4975561617	0.321579232	0.2983875231	0.07703882034
431	1.231601584	0.4441099739	0.5851553608	0.4974953911	0.3222038985	0.2985516439	0.07764068613
432	1.231485238	0.4441247323	0.5851905959	0.4974903852	0.3218639349	0.2988639366	0.07764068613
433	1.231148331	0.4448604379	0.5855630872	0.4976477712	0.3223401669	0.2988797294	0.07764068613
434	1.230945272	0.4447638466	0.5856567613	0.4978388852	0.3226677467	0.2989478137	0.07819548872
435	1.230805259	0.4454241817	0.5856908552	0.4979319596	0.3231271413	0.2994392128	0.07761732852
436	1.230663754	0.4454022989	0.58586528	0.4980153924	0.3232056125	0.3006446159	0.0765060241
437	1.230427979	0.4457803159	0.5860374985	0.4984161294	0.3231026485	0.3005548217	0.0765060241
438	1.230198767	0.4459432387	0.5861849205	0.4984992823	0.3233303675	0.3007765041	0.0770852153
439	1.230058456	0.4462622283	0.5860771002	0.4983917134	0.3239383488	0.3007979707	0.0776640578
440	1.229880058	0.4465656498	0.5861054922	0.4983872471	0.3244364244	0.3010309278	0.0776640578
441	1.22978887	0.4467438833	0.5860735503	0.4984246537	0.3243257806	0.3014060683	0.07824255191
442	1.229551604	0.4472700574	0.5861081122	0.498630188	0.3243519966	0.3009785771	0.07826610476
443	1.229415667	0.4470187621	0.586345245	0.4988537454	0.3248484848	0.3010843692	0.07826610476
444	1.229274958	0.446715426	0.5863575326	0.4988817653	0.3248558651	0.3007725685	0.07824255191
445	1.229097654	0.4466557585	0.5864735778	0.4991798695	0.3246389308	0.3011583012	0.07882069795
446	1.228933477	0.4468269873	0.5865490816	0.4991095322	0.3248107336	0.3010195996	0.07828967179
447	1.228798933	0.4470784641	0.5866979337	0.4992351888	0.3253021778	0.3015956885	0.0770852153
448	1.228627894	0.4473596368	0.5866598691	0.4990905784	0.3253209873	0.3014002642	0.0770852153
449	1.228490168	0.4475510476	0.586786552	0.499468353	0.3253936213	0.301384339	0.0770852153
450	1.228218694	0.4477582066	0.587021902	0.4994868541	0.3255613591	0.3007185123	0.0776640578
451	1.228016629	0.4482908121	0.5870686505	0.499738767	0.3257528864	0.3005707039	0.07764068613
452	1.227872141	0.4485713333	0.5870934294	0.499682824	0.3261208892	0.3007502906	0.07706201084
453	1.227825801	0.4485943909	0.5871444234	0.4998227579	0.32629228	0.3007661823	0.07706201084
454	1.227630996	0.4486760488	0.5873474522	0.4997014145	0.3267348037	0.3012309155	0.0770852153
455	1.227431517	0.4488761422	0.5875338661	0.4998412669	0.3267073728	0.3015001056	0.07710843373
456	1.227280366	0.44894284	0.5876626686	0.5000326733	0.3270017219	0.301663586	0.07826610476
457	1.227164815	0.4486106015	0.5877315936	0.4999533242	0.3268796386	0.3017432647	0.0776640578
458	1.227072335	0.44839549	0.5877695275	0.5000606779	0.3269256621	0.301801088	0.07768744354
459	1.226917605	0.448707256	0.5876815903	0.5000326697	0.3270565449	0.3024864066	0.07768744354
460	1.226741196	0.4489278687	0.5878744626	0.5000560161	0.327337259	0.3025343189	0.07942238267
461	1.226630717	0.4489510023	0.5881333322	0.5002660493	0.3271769229	0.3023390887	0.08
462	1.226487223	0.4495348605	0.5880873054	0.5002473515	0.3270595827	0.3028064993	0.07997594708
463	1.226302958	0.4498682938	0.5880303236	0.5002660692	0.3270693873	0.3027842227	0.07939849624
464	1.2262244	0.4499850005	0.5881012895	0.5003687281	0.327041996	0.3029631973	0.0805530508
465	1.226106363	0.4498516716	0.5883353316	0.5006392132	0.3277057906	0.3030111269	0.08112980769
466	1.225941688	0.4500283267	0.5884483902	0.5008771275	0.3282329846	0.3036373221	0.08168168168
467	1.225797698	0.4503982139	0.5884183409	0.5007796088	0.3283084778	0.3037774617	0.08110543707
468	1.225738729	0.4503615823	0.5884423734	0.5008915152	0.3284889187	0.3034679034	0.0805530508
469	1.225580518	0.4505981539	0.5883863944	0.5008306423	0.3281191206	0.3035056322	0.08112980769
470	1.225446571	0.4506948379	0.588378383	0.500980081	0.3283710432	0.3042425518	0.08170621808
471	1.225192498	0.451182939	0.5885145079	0.501166676	0.3290248032	0.3045514338	0.08170621808
472	1.225072771	0.4514645606	0.5888807608	0.5012370345	0.3288222974	0.3044622185	0.08112980769
473	1.224871403	0.4518580237	0.5890777958	0.5014567459	0.3289841065	0.3048029881	0.08170621808
474	1.224691116	0.4523349544	0.5891009936	0.5014099236	0.3287582928	0.305419755	0.08168168168
475	1.224538573	0.4521588486	0.5891520348	0.5016478848	0.3289996777	0.3057351627	0.08168168168
476	1.224401543	0.4522619761	0.5892032161	0.5017316866	0.3289915402	0.3055000526	0.08170621808
477	1.224132256	0.452317528	0.5892545595	0.5017875645	0.3293877661	0.3054664071	0.08228228228
478	1.224086215	0.4522208164	0.589219315	0.5016619981	0.3293966073	0.3057177424	0.08228228228
479	1.223929396	0.4527020278	0.5894288876	0.5019042641	0.3299157228	0.3058316243	0.08228228228
480	1.223866947	0.45242059	0.5892715807	0.501862519	0.3298891602	0.3056212862	0.08228228228
481	1.223798929	0.4523539988	0.5891483423	0.5019420376	0.3297995115	0.3057264553	0.08228228228
482	1.22376681	0.4523904648	0.5892174801	0.5019607111	0.3298897148	0.305564321	0.08228228228
483	1.223590202	0.452373028	0.5892284258	0.5021713752	0.3304445816	0.3060827506	0.08228228228
484	1.223469083	0.4521883841	0.5891724895	0.5021197916	0.3305337162	0.3062211013	0.08170621808
485	1.223338317	0.4525639746	0.5892905773	0.5022416499	0.3306148728	0.3064473753	0.08228228228
486	1.223101448	0.4528942116	0.5894607843	0.5025412961	0.331277155	0.306391471	0.08340834083
487	1.222936376	0.4533395392	0.5893186944	0.5026019526	0.3309259806	0.3069499082	0.08335832084
488	1.222751813	0.4533120511	0.5893439344	0.5025826881	0.3318214755	0.3070948783	0.08335832084
489	1.222667189	0.4533182604	0.5894729675	0.5027935049	0.3320276869	0.3067877579	0.08335832084
490	1.222545572	0.4535328346	0.5895030728	0.5027510252	0.3321702722	0.3074258725	0.08335832084
491	1.222422563	0.4536904722	0.5893200742	0.5024376576	0.3323582298	0.3071672355	0.08335832084
492	1.222330779	0.4534760069	0.5893742018	0.5026058693	0.3324386709	0.3074097397	0.08278344331
493	1.222134581	0.4537144757	0.5897084486	0.502737141	0.3325552067	0.30694109	0.08335832084
494	1.22198184	0.4537960378	0.5898273925	0.5028498813	0.3323854491	0.3069572066	0.08390770153
495	1.22182333	0.4539652995	0.5899002621	0.5028828812	0.3324657203	0.3077973221	0.08505540581
496	1.221696742	0.4543339537	0.5899172822	0.5028833123	0.3325374896	0.3079265092	0.08508088676
497	1.221506411	0.454554518	0.5899373638	0.503027811	0.3324386709	0.3081282468	0.08508088676
498	1.221451122	0.4545394125	0.5899560941	0.5031174925	0.3327430779	0.3078780245	0.08448172558
499	1.221344521	0.4544215879	0.5899873203	0.5031451244	0.3326088706	0.3079021933	0.08393285372
500	1.221245477	0.4546390725	0.5899616134	0.5030983335	0.3330650354	0.3083783642	0.08448172558
501	1.221054948	0.4547901505	0.590142727	0.5035616131	0.3332707624	0.3085720281	0.08505540581
502	1.220973008	0.4546512014	0.5901204102	0.5036135342	0.3331277651	0.3086205992	0.08505540581
503	1.220794014	0.4548506099	0.5903154169	0.5035018655	0.3334495428	0.3095962244	0.08508088676
504	1.220702727	0.4548354935	0.5902749998	0.5034822522	0.3334048257	0.3093302565	0.08450704225
505	1.220620589	0.4551889144	0.5903601127	0.5035760029	0.3336818121	0.3093464806	0.08508088676
506	1.220462676	0.4552191685	0.5903899508	0.5036322329	0.3337266048	0.3091605055	0.08505540581
507	1.220326939	0.455430413	0.5905624404	0.5037350062	0.3336997614	0.3090556342	0.08562874251
508	1.220136608	0.4554633012	0.5906769273	0.5040153321	0.3339945317	0.3088867905	0.08620173601
509	1.219973028	0.4556205155	0.5905898577	0.5039682169	0.3335925141	0.3094026955	0.08677438659
510	1.219923009	0.4557685281	0.5906576103	0.5039549713	0.3337622648	0.3096848618	0.08562874251
511	1.219916247	0.4557744046	0.590660697	0.5039549713	0.3337712126	0.3096686242	0.08562874251
512	1.219799304	0.4557264844	0.5906637839	0.504038893	0.3340750074	0.309990565	0.08562874251
513	1.219623989	0.4560890513	0.5907032181	0.5042584023	0.3343963554	0.3100303951	0.08505540581
514	1.219519078	0.4557777925	0.5906239093	0.504296119	0.3345752808	0.3101749974	0.08505540581
515	1.219397163	0.4558559756	0.590731454	0.5044271783	0.3347269122	0.3104802807	0.08565438754
516	1.219313533	0.4561310255	0.5907964752	0.5043569318	0.3347266881	0.3103123035	0.08622754491
517	1.21914677	0.4562755322	0.5909690823	0.5045248869	0.3349413089	0.3099004715	0.08448172558
518	1.219030424	0.4559678437	0.5909148963	0.5044920396	0.3348430842	0.3097233864	0.08562874251
519	1.218917061	0.4560645826	0.5909861122	0.5044829424	0.3348425988	0.3101424979	0.08562874251
520	1.218694512	0.4561100405	0.5910105087	0.5044824395	0.3347887814	0.3105616094	0.08562874251
521	1.218622019	0.4563303545	0.5910527078	0.5044874911	0.3352526849	0.3106175685	0.08562874251
522	1.21853829	0.4563058425	0.5910209783	0.5044974287	0.3355363498	0.3106195618	0.08620173601
523	1.218385647	0.4570044141	0.5912541212	0.5046049125	0.3362500334	0.3104659085	0.08620173601
524	1.218319917	0.4566913449	0.5912308649	0.5046143489	0.3365531266	0.3106429807	0.08620173601
525	1.218253788	0.4569626556	0.591127466	0.5045215228	0.3363040278	0.311076198	0.08677438659
526	1.218130581	0.4568204447	0.5911790014	0.5044271783	0.3360998072	0.3122513089	0.08677438659
527	1.217934383	0.4575770647	0.5914175449	0.5045639894	0.3367052023	0.3124672878	0.08677438659
528	1.21778731	0.4577041781	0.59160546	0.5048342154	0.3369998662	0.3125065411	0.08562874251
529	1.217599863	0.4573172755	0.591558176	0.5050593846	0.3367592741	0.3123038293	0.08565438754
530	1.217548551	0.4573892851	0.5915435349	0.5050404923	0.3370257398	0.3122972266	0.08565438754
531	1.217447419	0.4579104478	0.5917190016	0.5049896653	0.3368556218	0.3123855371	0.08622754491
532	1.217299849	0.458279463	0.5918603858	0.505140847	0.3369524523	0.3127550487	0.08737283064
533	1.217160532	0.4583706356	0.591972047	0.5052198316	0.3372198748	0.3127124405	0.08622754491
534	1.21699536	0.4583858346	0.5920345007	0.5051225194	0.3372779484	0.3121762336	0.08622754491
535	1.216893134	0.4585750754	0.5920893359	0.5051587858	0.3370822536	0.3123789584	0.08622754491
536	1.216869865	0.4586054839	0.5921063848	0.5052145202	0.3369225425	0.3121532503	0.08565438754
537	1.216800554	0.4586827538	0.5921687672	0.5052645359	0.3368865379	0.312130255	0.08565438754
538	1.216580391	0.4588882263	0.5921402743	0.5053308892	0.33716209	0.3129152064	0.0857057237
539	1.216558813	0.4589240758	0.5921118833	0.5052844236	0.3371002645	0.3129152064	0.0857057237
540	1.216320552	0.4592151018	0.5922635541	0.5053488699	0.3379582689	0.3131017162	0.0857057237
541	1.216166119	0.4594093498	0.5924252242	0.5055508752	0.3383663234	0.31317359	0.08627920911
542	1.216091737	0.4595212079	0.5925319693	0.5057389481	0.3384114618	0.3138793013	0.08627920911
543	1.21600403	0.4596993178	0.5925622864	0.5056694226	0.3382973045	0.3139899624	0.08627920911
544	1.215886292	0.4598934022	0.5926759219	0.5056056647	0.3384122748	0.3141826546	0.086852351
545	1.215817578	0.4598728645	0.5927055816	0.5055313568	0.3386881571	0.313996028	0.08565438754
546	1.215636794	0.4601635166	0.5927655803	0.5055490517	0.3388934853	0.3141333891	0.08620173601
547	1.215456109	0.4601734755	0.5928987829	0.5056991131	0.3394182012	0.31420508	0.08674842955
548	1.215335487	0.4604892906	0.5928963612	0.5059401769	0.3393395798	0.3144529209	0.08674842955
549	1.21519786	0.4602144843	0.5927258466	0.5057714452	0.3390753946	0.3148273881	0.08674842955
550	1.214956317	0.4604335595	0.5930245445	0.505757241	0.3390853724	0.315157213	0.08622754491
551	1.214886808	0.4602754237	0.5930276168	0.5056638394	0.3387846721	0.315124295	0.08622754491
552	1.214664756	0.4600668586	0.5931260173	0.5058101971	0.3391697185	0.3168719983	0.08797127469
553	1.214533692	0.4608050847	0.5932238053	0.5058808106	0.3392041051	0.3166910382	0.08794495962
554	1.214406706	0.4611565324	0.5932958894	0.5060017603	0.3393553905	0.3166414286	0.08794495962
555	1.214282504	0.4609985432	0.5934208284	0.5059976964	0.3396740582	0.31627324	0.08794495962
556	1.214175505	0.461130976	0.5934309431	0.5060119115	0.3394593439	0.3160808482	0.08794495962
557	1.213945299	0.4615690037	0.5936048147	0.5063575588	0.3396649836	0.3161357702	0.08734669459
558	1.213829549	0.4614671917	0.5937140373	0.5065410584	0.3400630241	0.3167624021	0.08854322465
559	1.213708131	0.4615282788	0.5937966128	0.5064808571	0.3402857524	0.3168006683	0.08739898234
560	1.213571897	0.4615180994	0.5937926098	0.5062861854	0.3405504979	0.3168833882	0.08797127469
561	1.213548727	0.4615384615	0.5938613085	0.5063146455	0.3406232476	0.3167624021	0.08797127469
562	1.213461616	0.4612839179	0.5939875251	0.5065582371	0.3405619058	0.3172730595	0.08794495962
